time,temperature,humidity
00:00:07,0.0,0.0
00:00:17,0.0,0.0
00:00:28,0.0,0.0
00:00:37,0.0,0.0
00:00:47,0.0,0.0
00:00:58,0.0,0.0
00:01:07,0.0,0.0
00:01:17,0.0,0.0
00:01:28,0.0,0.0
00:01:37,0.0,0.0
00:01:47,0.0,0.0
00:01:58,0.0,0.0
00:02:07,0.0,0.0
00:02:17,0.0,0.0
00:02:28,0.0,0.0
00:02:37,0.0,0.0
00:02:48,0.0,0.0
00:02:58,0.0,0.0
00:03:07,0.0,0.0
00:03:18,0.0,0.0
00:03:28,0.0,0.0
00:03:37,0.0,0.0
00:03:48,0.0,0.0
00:03:57,0.0,0.0
00:04:07,0.0,0.0
00:04:18,0.0,0.0
00:04:27,0.0,0.0
00:04:37,0.0,0.0
00:04:48,0.0,0.0
00:04:57,0.0,0.0
00:05:08,0.0,0.0
00:05:18,0.0,0.0
00:05:27,0.0,0.0
00:05:37,0.0,0.0
00:05:48,0.0,0.0
00:05:57,0.0,0.0
00:06:07,0.0,0.0
00:06:18,0.0,0.0
00:06:27,0.0,0.0
00:06:37,0.0,0.0
00:06:48,0.0,0.0
00:06:57,0.0,0.0
00:07:08,0.0,0.0
00:07:18,0.0,0.0
00:07:27,0.0,0.0
00:07:38,0.0,0.0
00:07:48,0.0,0.0
00:07:57,0.0,0.0
00:08:06,0.0,0.0
00:08:18,0.0,0.0
00:08:27,0.0,0.0
00:08:38,0.0,0.0
00:08:47,0.0,0.0
00:08:57,0.0,0.0
00:09:08,0.0,0.0
00:09:17,0.0,0.0
00:09:27,0.0,0.0
00:09:38,0.0,0.0
00:09:47,0.0,0.0
00:09:57,0.0,0.0
00:10:08,0.0,0.0
00:10:17,0.0,0.0
00:10:27,0.0,0.0
00:10:38,0.0,0.0
00:10:47,0.0,0.0
00:10:57,0.0,0.0
00:11:08,0.0,0.0
00:11:17,0.0,0.0
00:11:27,0.0,0.0
00:11:38,0.0,0.0
00:11:47,0.0,0.0
00:11:57,0.0,0.0
00:12:08,0.0,0.0
00:12:17,0.0,0.0
00:12:27,0.0,0.0
00:12:38,0.0,0.0
00:12:47,0.0,0.0
00:12:58,0.0,0.0
00:13:08,0.0,0.0
00:13:17,0.0,0.0
00:13:28,0.0,0.0
00:13:37,0.0,0.0
00:13:47,0.0,0.0
00:13:58,0.0,0.0
00:14:07,0.0,0.0
00:14:16,0.0,0.0
00:14:28,0.0,0.0
00:14:37,0.0,0.0
00:14:47,0.0,0.0
00:14:58,0.0,0.0
00:15:07,0.0,0.0
00:15:17,0.0,0.0
00:15:28,0.0,0.0
00:15:37,0.0,0.0
00:15:48,0.0,0.0
00:15:58,0.0,0.0
00:16:07,0.0,0.0
00:16:17,0.0,0.0
00:16:28,0.0,0.0
00:16:37,0.0,0.0
00:16:48,0.0,0.0
00:16:58,0.0,0.0
00:17:07,0.0,0.0
00:17:17,0.0,0.0
00:17:28,0.0,0.0
00:17:37,0.0,0.0
00:17:47,0.0,0.0
00:17:58,0.0,0.0
00:18:07,0.0,0.0
00:18:17,0.0,0.0
00:18:28,0.0,0.0
00:18:37,0.0,0.0
00:18:47,0.0,0.0
00:18:58,0.0,0.0
00:19:07,0.0,0.0
00:19:18,0.0,0.0
00:19:28,0.0,0.0
00:19:37,0.0,0.0
00:19:48,0.0,0.0
00:19:57,0.0,0.0
00:20:07,0.0,0.0
00:20:18,0.0,0.0
00:20:27,0.0,0.0
00:20:37,0.0,0.0
00:20:48,0.0,0.0
00:20:57,0.0,0.0
00:21:07,0.0,0.0
00:21:18,0.0,0.0
00:21:27,0.0,0.0
00:21:37,0.0,0.0
00:21:48,0.0,0.0
00:21:57,0.0,0.0
00:22:07,0.0,0.0
00:22:18,0.0,0.0
00:22:27,0.0,0.0
00:22:37,0.0,0.0
00:22:48,0.0,0.0
00:22:57,0.0,0.0
00:23:08,0.0,0.0
00:23:18,0.0,0.0
00:23:27,0.0,0.0
00:23:38,0.0,0.0
00:23:47,0.0,0.0
00:23:57,0.0,0.0
00:24:08,0.0,0.0
00:24:17,0.0,0.0
00:24:27,0.0,0.0
